ima_method_id,ima_method_revision_id,ima_method_assembly_id,ima_level,ima_part_id,ima_part_revision_id,ima_unit_of_measure,ima_part_short_description,ima_part_long_description_text,ima_use_method,ima_source_method_id,ima_source_revision_id,ima_production_notes_text,ima_quantity_per_parent,ima_pull_all_from_stock,ima_documents,ima_created_by,ima_created_date
M030-0027,B,0,1,M030-0027,B,EA,96760315 STRIKER BODY REAR (COATED PART),96760315 STRIKER BODY REAR (COATED PART),FALSE,,,Drawing Number - 96760315,1,FALSE,4951,,
M030-0029,B,0,1,M030-0029,B,EA,117142400  S MIR LH (COATED PART),117142400  S MIR LH  (COATED PART),FALSE,,,Drawing Number - 117142400,1,FALSE,5269,,
M030-0031,B,0,1,M030-0031,B,EA,005754400  ANCHOR BRACKET SEAT BELT (COATED PART),005754400  ANCHOR BRACKET SEAT BELT (COATED PART),FALSE,,,Drawing Number - 005754400,1,FALSE,4949,,
M030-0041,C,0,1,M030-0041,C,EA,89308450  TIE-DOWN ANGLE - REAR HD EXTR FLOOR,89308450  TIE-DOWN ANGLE - REAR HD EXTR FLOOR,FALSE,,,Drawing Number - 89308450,1,FALSE,7493,,
M030-0080,C,0,1,M030-0080,C,EA,"077150400  BRACKET, HOOD REST","077150400  BRACKET, HOOD REST",FALSE,,,Drawing Number - 077150400,1,FALSE,5622,,
M030-0136,C,0,1,M030-0136,C,EA,002027423  MOUNT BRACKET REMOTE SHIFTER,002027423  MOUNT BRACKET REMOTE SHIFTER,FALSE,,,Drawing Number - 002027423,1,FALSE,"4850
5324",,
M030-0193,B,0,1,M030-0193,B,EA,165007202 WLDMT OTRGR A LH,165007202 WLDMT OTRGR A LH,FALSE,,,Drawing Number - 165007202,1,FALSE,4805,,
M030-0194,B,0,1,M030-0194,B,EA,165007203 WLDMT OTRGR A RH,165007203 WLDMT OTRGR A RH,FALSE,,,Drawing Number - 165007202,1,FALSE,4806,,
M030-0203,C,0,1,M030-0203,C,EA,087032404 WHEEL BOX END PANEL (CUSTOMER SUPPLIED M,087032404 WHEEL BOX END PANEL (CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC),FALSE,,,"Drawing Number - 087032404_B                   
QUALITY ALERT: SURFACE FINISH IS CRITICAL
HANDLE WITH CARE THROUGHOUT EACH PROCESS.",1,FALSE,4815,,
M030-0204,C,0,1,M030-0204,C,EA,087032405 WHEEL BOX END PANEL (CUSTOMER SUPPLIED M,087032405 WHEEL BOX END PANEL (CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC),FALSE,,,"Drawing Number - 087032404_B                   
QUALITY ALERT: SURFACE FINISH IS CRITICAL
HANDLE WITH CARE THROUGHOUT EACH PROCESS.",1,FALSE,4816,,
M030-0206,N,0,1,M030-0206,N,EA,117070401 PNL BHD LH (CUSTOMER SUPPLIED MATERIAL .,117070401 PNL BHD LH (CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC),FALSE,,,Drawing Number - 117070401,1,FALSE,4829,,
M030-0251,B,0,1,M030-0251,B,EA,167050416  PNL BK LH  (CUSTOMER SUPPLIED .188'' X,167050416  PNL BK LH  (CUSTOMER SUPPLIED .188'' X 48'' X 97''),FALSE,,,"Drawing Number - 167050416                     
QUALIY ALERT POSTED FOR PRESS BRAKE
ISSUE - TOOL MARKS FROM FORMING SHOW THROUGH PAINT

PACKAGING - 
DO NOT MIX WITH ANY OTHER PARTS
PLACE PARTS ON THE SKID WITH BENDS FACING EACH OTHER.
ADD SPACER/SEPERATOR BETWEEN PANELS EVERY 15 PCS",1,FALSE,,,
M030-0254,E,0,1,M030-0254,E,EA,005774400 ANG AL MTG .125 X 6.81 X 107.12,"005774400 ANG AL MTG .125 X 6.81 X 107.12
***CUSTOMER SUPPLIED MATERIAL .125 X 56 X 110 W/ PVC***",FALSE,,,"Drawing Number - 005774400                     
***USE NARROW SKIDS***

***210 PIECE MAXIMUM PER SKID***",1,FALSE,"4817
13571",,
M030-0268,REL,0,1,M030-0268,REL,EA,167007408  ANG INR RH 6 HOLE,167007408  ANG INR RH 6 HOLE,FALSE,,,Drawing Number - 167007408,1,FALSE,5550,,
M030-0269,REL,0,1,M030-0269,REL,EA,167007409  ANG INR LH 6 HOLE,167007409  ANG INR LH 6 HOLE,FALSE,,,Drawing Number - 167007409,1,FALSE,5653,,
N012-0053,2,0,1,N012-0053,2,EA,READING NON RAISED - AIR COMPRESSOR - WITH PLATE,READING NON RAISED - AIR COMPRESSOR - WITH PLATE,FALSE,,,Drawing Number - READING NON RAISED - AIR COMPR,1,FALSE,"1819
10660
10661
10662",,
P013-0000,2,0,1,P013-0000,2,EA,01-000355-B - TOP SHELF SUPPORT,01-000355-B - TOP SHELF SUPPORT,FALSE,,,Drawing Number - 01-000355-B,1,FALSE,1846,,
P013-0001,1,0,1,P013-0001,1,EA,01-000332-A - TOP SHELF,01-000332-A - TOP SHELF,FALSE,,,Drawing Number -,1,FALSE,1847,,
P013-0002,1,0,1,P013-0002,1,EA,01-000012-A - KING CYLINDER,01-000012-A - KING CYLINDER,FALSE,,,"Drawing Number - 01-000012-A                   
NOTE: DO NOT SCRATCH PARTS UNLOAD USING ANVER LIFT. STACK PARTS ON DRY SKID W/PAPER UNDER BOTTOM SHEET",1,FALSE,1848,,
P013-0003,4,0,1,P013-0003,4,EA,01-000202-A - KNIGHT CYLINDER,01-000202-A - KNIGHT CYLINDER,FALSE,,,"Drawing Number - 01-000202-A                   
NOTE: DO NOT SCRATCH PARTS / UNLOAD USING ANVER LIFT. STACK PARTS ON DRY SKID W/PAPER UNDER BOTTOM SHEET.",1,FALSE,1849,,
P013-0004,1,0,1,P013-0004,1,EA,01-000013-A - TOP (S001-2090),01-000013-A - TOP (S001-2090),FALSE,,,Drawing Number - 01-000013-A,1,FALSE,5126,,
P013-0005,2,0,1,P013-0005,2,EA,01-000014-A - BOTTOM-KING (S001-2091),01-000014-A - BOTTOM-KING (S001-2091),FALSE,,,Drawing Number - 01-000014-A,1,FALSE,1851,,
P013-0006,2,0,1,P013-0006,2,EA,01-000017-A - KING DOOR FRAME *RIGHT-HAND*,01-000017-A - KING DOOR FRAME *RIGHT-HAND*,FALSE,,,Drawing Number - 01-000017-A,1,FALSE,1852,,
P013-0007,1,0,1,P013-0007,1,EA,01-000019-A - TALL SIDE SHIM,01-000019-A - TALL SIDE SHIM,FALSE,,,"Drawing Number - P013-0007                     
PARTS MAY NEED TO BE FLATTENED. TAKE TO GRANITE TABLE FOR REVIEW.",1,FALSE,5133,,
P013-0008,1,0,1,P013-0008,1,EA,01-000022-A - KING END SHIM,01-000022-A - KING END SHIM,FALSE,,,Drawing Number - 01-000022-A,1,FALSE,1854,,
P013-0009,4,0,1,P013-0009,4,EA,01-000037-A - KING DOOR PAN/BOLTWORK *RIGHT-HAND*,01-000037-A - KING DOOR PAN / BOLTWORK BRKT *RIGHT-HAND*,FALSE,,,Drawing Number -,1,FALSE,1855,,
P013-0010,4,0,1,P013-0010,4,EA,01-000047-A - KING DOOR SKIN (S001-2088),01-000047-A - KING DOOR SKIN (S001-2088),FALSE,,,"Drawing Number - 01-000047-A                   
PIERCE IN CENTER OF LONG SIDE / NOTE: PACKAGE ON FULL SKID / DO NOT LET PARTS HANG OFF OF SKID",1,FALSE,1856,,
P013-0012,2,0,1,P013-0012,2,EA,01-000204-A - BOTTOM - KNIGHT / BISHOP (S001-2100),01-000204-A - BOTTOM - KNIGHT / BISHOP (S001-2100) - RIGHT HANDED,FALSE,,,Drawing Number - 01-000204-A,1,FALSE,1858,,
P013-0013,2,0,1,P013-0013,2,EA,01-000206-A - KNIGHT DOOR FRAME (S001-2102) - RIGH,01-000206-A - KNIGHT DOOR FRAME (S001-2102) - RIGHT HANDED,FALSE,,,Drawing Number - 01-000206-A,1,FALSE,1859,,
P013-0014,1,0,1,P013-0014,1,EA,01-000208-A - END SHIM,01-000208-A - END SHIM,FALSE,,,Drawing Number - 01-000208-A,1,FALSE,1860,,
P013-0015,4,0,1,P013-0015,4,EA,01-000210-A - DOOR SKIN (S001-2103),01-000210-A - DOOR SKIN (S001-2103),FALSE,,,"Drawing Number - 01-000210-A                   
NOTE: SPECIFIC PIERCE POINT  /  PACKAGE ON FULL SKID.  DO NOT LET PARTS HANG OFF SKID",1,FALSE,5135,,
P013-0016,3A,0,1,P013-0016,3A,EA,01-000211-A - DOOR PAN / BOLTWORK BRKT (S001-2119),01-000211-A - DOOR PAN / BOLTWORK BRKT (S001-2119) - RIGHT HANDED,FALSE,,,Drawing Number - 01-000211-A,1,FALSE,1862,,
P013-0017,2,0,1,P013-0017,2,EA,01-000220-A - KNIGHT DOOR COVER (S001-2108) - RIGH,01-000220-A - KNIGHT DOOR COVER (S001-2108) - RIGHT HANDED,FALSE,,,Drawing Number - 01-000220-A,1,FALSE,1863,,
P013-0019,2,0,1,P013-0019,2,EA,01-000026-A - MOTOR BOX (S001-2101),01-000026-A - MOTOR BOX (S001-2101),FALSE,,,Drawing Number - 01-000026-A,1,FALSE,1864,,
P013-0020,2,0,1,P013-0020,2,EA,01-000042-A - DEAD BOLT (S001-2106),01-000042-A - DEAD BOLT (S001-2106),FALSE,,,Drawing Number - 01-000042-A,1,FALSE,1865,,
P013-0021,2,0,1,P013-0021,2,EA,01-000043-A - LOCK BAR MOUNT,01-000043-A - LOCK BAR MOUNT,FALSE,,,"Drawing Number - 01-000043-A                   
NOTE: SPECIFIC PIERCE POINT  ( SEE DRAWING )",1,FALSE,5136,,
P013-0022,1,0,1,P013-0022,1,EA,01-000044-A - RELOCK BRKT (S001-2107),01-000044-A - RELOCK BRKT (S001-2107),FALSE,,,Drawing Number - 01-000044-A,1,FALSE,5134,,
P013-0023,1,0,1,P013-0023,1,EA,01-000055-A - PENDLETON LOGO PLATE (S001-2113),01-000055-A - PENDLETON LOGO PLATE (S001-2113),FALSE,,,"Drawing Number - 01-000055-A                   
QUALITY ALERT - HANDLE PARTS WITH CARE TO MINIMIZE SCRATCHES.
ISSUE - PARTS DELIVERD TO CUSTOMER WITH DEEP SCRATCHES.

POSTED ON 06/19/2017. J. EVANS",1,FALSE,1868,,
P013-0026,1,0,1,P013-0026,1,EA,01-000063-A - LOCK BAR,01-000063-A - LOCK BAR,FALSE,,,"Drawing Number - 01-000063-A            
SAME AS LAST TIME. ADD HOLE & 2 PIERCE POINTS TO LOCKBAR",1,FALSE,1870,,
P013-0030,2,0,1,P013-0030,2,EA,01-000078-A - KING DOOR COVER *RIGHT-HAND*,01-000078-A - KING DOOR COVER *RIGHT-HAND*,FALSE,,,Drawing Number - 01-000078-A,1,FALSE,1874,,
P013-0031,1,0,1,P013-0031,1,EA,01-000216-A - KNIGHT NAME PLATE (S001-2118),01-000216-A - KNIGHT NAME PLATE (S001-2118),FALSE,,,"Drawing Number - 01-000216-A                   
QUALITY ALERT - HANDLE PARTS WITH CARE TO MINIMIZE SCRATCHES.
ISSUE - PARTS DELIVERD TO CUSTOMER WITH DEEP SCRATCHES.

POSTED ON 06/19/2017. J. EVANS",1,FALSE,1875,,
P013-0032,2,0,1,P013-0032,2,EA,01-000218-A - KNIGHT LOCKBAR STOP (S001-2168) L/R,01-000218-A - KNIGHT LOCKBAR STOP (S001-2168) - UNIVERSAL,FALSE,,,Drawing Number - 01-000218-A,1,FALSE,1876,,
P013-0033,1,0,1,P013-0033,1,EA,01-000325-A - CONNECTOR PLATE (S001-2137),01-000325-A - CONNECTOR PLATE (S001-2137),FALSE,,,Drawing Number - 01-000325-A,1,FALSE,4845,,
P013-0034,1,0,1,P013-0034,1,EA,01-000326-B - RELOCK COVER (S001-2110) - RIGHT HAN,01-000326-B - RELOCK COVER (S001-2110) - RIGHT HANDED,FALSE,,,Drawing Number - 01-000326-B,1,FALSE,1878,,
P013-0035,1,0,1,P013-0035,1,EA,01-000333-A - TOP SHELF BAND,01-000333-A - TOP SHELF BAND,FALSE,,,***MWS offering flat pattern only,1,FALSE,1879,,
P013-0037,3,0,1,P013-0037,3,EA,01-000352-A - SUPPORT PLATE SHELF,01-000352-A - SUPPORT PLATE SHELF,FALSE,,,Drawing Number - 01-000352-A,1,FALSE,1881,,
P013-0039,2,0,1,P013-0039,2,EA,"01-000354-A - SUPPORT PLATE TAPPED, (BOTTOM)","01-000354-A - SUPPORT PLATE TAPPED, (BOTTOM)",FALSE,,,Drawing Number - 01-000354-A,1,FALSE,1882,,
P013-0040,1,0,1,P013-0040,1,EA,01-000356-A - DRIVE BAND,01-000356-A - DRIVE BAND,FALSE,,,Drawing Number - 01-000356-A,1,FALSE,1883,,
P013-0041,2,0,1,P013-0041,2,EA,01-000362-B - POWER SUPPLY MOUNT (S001-2153),01-000362-B - POWER SUPPLY MOUNT (S001-2153),FALSE,,,Drawing Number - 01-000362-B,1,FALSE,4848,,
P013-0042,2,0,1,P013-0042,2,EA,01-000363-A - DOOR SWITCH BRKT (S001-2139),01-000363-A - DOOR SWITCH BRKT (S001-2139),FALSE,,,Drawing Number - 01-000363-A,1,FALSE,4847,,
P013-0043,5,0,1,P013-0043,5,EA,01-000364-A - SIDE LED BRKT *RIGHT HAND*,01-000364-A - SIDE LED BRKT *RIGHT HAND*,FALSE,,,Drawing Number - 01-000364-A,1,FALSE,1886,,
P013-0044,1,0,1,P013-0044,1,EA,01-000365-A - TOP LED BRKT (S001-2142),01-000365-A - TOP LED BRKT (S001-2142),FALSE,,,Drawing Number - 01-000365-A,1,FALSE,5128,,
P013-0045,2,0,1,P013-0045,2,EA,01-000366-A - DOOR SWITCH ACTUATOR (S001-2140),01-000366-A - DOOR SWITCH ACTUATOR (S001-2140),FALSE,,,Drawing Number - 01-000366-A,1,FALSE,1888,,
P013-0046,1,0,1,P013-0046,1,EA,01-000367-B - MOTOR SWITCH PLATE,01-000367-B - MOTOR SWITCH PLATE,FALSE,,,Drawing Number - 01-000367-B,1,FALSE,1889,,
P013-0047,1,0,1,P013-0047,1,EA,01-000371-A - MOTOR MOUNT PLATE (S001-2236),01-000371-A - MOTOR MOUNT PLATE (S001-2236),FALSE,,,Drawing Number - 01-000371-A,1,FALSE,1890,,
P013-0048,1,0,1,P013-0048,1,EA,01-000372-A - BRKT A/C RECEPTACLE (S001-2151),01-000372-A - BRKT A/C RECEPTACLE (S001-2151),FALSE,,,Drawing Number - 01-000372-A,1,FALSE,1891,,
P013-0049,3,0,1,P013-0049,3,EA,01-000374-A - KNIGHT LED BRKT DEADBOLT SIDE (S001-,01-000374-A - KNIGHT LED BRKT DEADBOLT SIDE (S001-2164) - RIGHT HANDED,FALSE,,,Drawing Number - 01-000374-A,1,FALSE,1892,,
P013-0050,5,0,1,P013-0050,5,EA,01-000374-B - KNIGHT LED BRKT LOCKBAR SIDE (S001-2,01-000374-B - KNIGHT LED BRKT LOCKBAR SIDE (S001-2165) - RIGHT HANDED,FALSE,,,Drawing Number - 01-000374-B,1,FALSE,1893,,
P013-0051,1,0,1,P013-0051,1,EA,01-000375-A - KNIGHT SHELF DEADBOLT SIDE (S001-216,01-000375-A - KNIGHT SHELF DEADBOLT SIDE (S001-2161),FALSE,,,Drawing Number - 01-000375-A,1,FALSE,1894,,
P013-0052,1,0,1,P013-0052,1,EA,01-000375-B - KNIGHT SHELF LOCKBAR SIDE (S001-2162,01-000375-B - KNIGHT SHELF LOCKBAR SIDE (S001-2162),FALSE,,,Drawing Number - 01-000375-B,1,FALSE,1895,,
P013-0053,1,0,1,P013-0053,1,EA,01-000379-A - KNIGHT TOP LED BRKT (S001-2163),01-000379-A - KNIGHT TOP LED BRKT (S001-2163),FALSE,,,Drawing Number - 01-000379-A,1,FALSE,1896,,
P013-0056,1,0,1,P013-0056,1,EA,01-000500-A - BOTTOM SHELF-32 (S001-2177),01-000500-A - BOTTOM SHELF-32 (S001-2177),FALSE,,,Drawing Number - 01-000500-A,1,FALSE,1898,,
P013-0062,3,0,1,P013-0062,3,EA,01-000369-D DEHUMIDIFIER BASE,01-000369-D DEHUMIDIFIER BASE,FALSE,,,"Drawing Number - 01-000369-D                   
QUALITY ALERT ADDED FOR THE LASER OPERATION.
ISSUE - VERIFY .209 DIA HOLE - SEE PRINT. SHOULD BE .215 TO ALLOW FOR PEM OPERATION.",1,FALSE,1903,,
P013-0063,2,0,1,P013-0063,2,EA,01-000370-C - DEHUMIDIFIER COVER,01-000370-C - DEHUMIDIFIER COVER,FALSE,,,Drawing Number - 01-000370-C,1,FALSE,1904,,
P013-0071,4,0,1,P013-0071,4,EA,01-000810-A - 1/4 KNIGHT DOOR SKIN,01-000810-A - 1/4 KNIGHT DOOR SKIN,FALSE,,,"Drawing Number - 01-000810-A                   
NOTE: REFER TO DRAWING FOR SPECIFIC PIERCE POINT.",1,FALSE,4474,,
P013-0080,1,0,1,P013-0080,1,EA,01-000060-B - CAM,01-000060-B - CAM,FALSE,,,"Drawing Number - 01-000060-B                   
NOTE: REFER TO DRAWING FOR SPECIFIC PIERCE POINT.",1,FALSE,1914,,
P013-0095,2,0,1,P013-0095,2,EA,01-000714-A - BOTTOM SHELF-29 (TRAY # S324),01-000714-A - BOTTOM SHELF-29 (TRAY # S324),FALSE,,,Drawing Number - 01-000714-A,1,FALSE,4434,,
P013-0096,5,0,1,P013-0096,5,EA,"01-000717-A - 29'' BOTTOM PLATE, DISPLAY","01-000717-A - 29'' BOTTOM PLATE, DISPLAY",FALSE,,,Drawing Number - 01-000717-A,1,FALSE,1918,,
P013-0097,2,0,1,P013-0097,2,EA,"01-000706-A - WASHER, BALL TRANSFER","01-000706-A - WASHER, BALL TRANSFER",FALSE,,,Drawing Number - 01-000706-A,1,FALSE,1919,,
P013-0139,2,0,1,P013-0139,2,EA,01-0003902-B - SUPPORT PLATE CLAMP,01-0003902-B-REV1 - SUPPORT PLATE CLAMP,FALSE,,,Drawing Number - 01-0003902-B,1,FALSE,1945,,
P013-0143,4,0,1,P013-0143,4,EA,01-000600-B1-RH,01-000600-B1-RH,FALSE,,,Drawing Number - 01-000600-B1-RH,1,FALSE,4426,,
P013-0148,2,0,1,P013-0148,2,EA,01-000602-A BOT LH RH,01-000602-A BOT LH RH,FALSE,,,Drawing Number - 01-000602-A,1,FALSE,4429,,
P013-0151,2,0,1,P013-0151,2,EA,01-000601-A - TOP FRONT,01-000601-A - TOP FRONT,FALSE,,,"Drawing Number -                               
QUALITY ALERT POSTED FOR PEM OPERATION 6/12/17.
ISSUE - SHIPPED PARTS WITHOUT PEM.

VERIFY PARTS HAVE WENT THROUGH PEM PROCESS.",1,FALSE,4431,,
P013-0152,2,0,1,P013-0152,2,EA,01-000601-A - TOP RH,01-000601-A - TOP RH,FALSE,,,Drawing Number - 01-000601-A,1,FALSE,4841,,
P013-0153,2,0,1,P013-0153,2,EA,01-000601-A - TOP BACK,01-000601-A - TOP BACK,FALSE,,,Drawing Number -,1,FALSE,4842,,
P013-0201,2,0,1,P013-0201,2,EA,01-000806-A - 1/4 KINIGHT DOOR FRAME - LEFT HANDED,01-000806-A - 1/4 KINIGHT DOOR FRAME - LEFT HANDED,FALSE,,,"Drawing Number - 01-000806-A                   NOTE: FORM OPPOSITE AS SHOWN ON DRAWING
***MUST USE HRPO MATERIAL***",1,FALSE,1982,,
P013-0216,1,0,1,P013-0216,1,EA,01-000377-A - PLATE-NO SHELF,01-000377-A - PLATE-NO SHELF,FALSE,,,Drawing Number - P013-0216,1,FALSE,1988,,
P013-0217,1,0,1,P013-0217,1,EA,01-000378-A - PLUG-NO SHELF,01-000378-A - PLUG-NO SHELF,FALSE,,,Drawing Number - P013-0217,1,FALSE,1989,,
P023-0040,C,0,1,P023-0040,C,EA,477535-0003  SHIM,477535-0003  SHIM,FALSE,,,"Drawing Number - 477535      
***MUST BE CUT FROM 3003 ALUMINUM***
***MUST SUPPLY MTR'S WITH SHIPMENT***                     
***MATERIAL CERTS REQUIRED WHEN SHIPPING THESE PARTS***

QUALITY ALERT POSTED FOR LASER DEPT 6/14/18
ISSUE- PARTS HAD BURRS - MUST BE FREE FROM BURRS

***ALL MATERIAL FOR PARTSNOLOGY MUST FROM A DOMESTIC SOURCE***

***MUST BE CUT FROM 3003-H14 ALUMINUM, NO SUBSTITUTES ALLOWED***",1,FALSE,8809,,
P023-0041,C,0,1,P023-0041,C,EA,477535-0002  SHIM,477535-0002  SHIM,FALSE,,,"Drawing Number - 477535          
***MUST BE CUT FROM 3003 ALUMINUM***
***MUST SUPPLY MTR'S WITH SHIPMENT***              
***ALL MATERIAL FOR PARTSNOLOGY MUST FROM A DOMESTIC SOURCE***
***MATERIAL CERTS REQUIRED***

***MUST BE CUT FROM 3003-H14 ALUMINUM, NO SUBSTITUTES ALLOWED***",1,FALSE,2053,,
R004-0216,2,0,1,R004-0216,2,EA,G5004704 SHROUD ASSEMBLY 15.23 17.41 4.03 15.13,G5004704 SHROUD ASSEMBLY 15.23 17.41 4.03 15.13,FALSE,,,"Drawing Number - G5004704                      
MTR's REQUIRED FOR THE MATERIAL",1,FALSE,15228,,
R004-0427,0,0,1,R004-0427,0,EA,G5011907 - BRACKET ASSEMBLY 4.50 0.250 L,G5011907 - BRACKET ASSEMBLY 4.50 0.250 L,FALSE,,,Drawing Number - G5011907,1,FALSE,8919,,
S046-0031,2,0,1,S046-0031,2,EA,C-BOX BREAKER PANEL FLAT,CCWGR-SP-7-18-18,FALSE,,,"***BRIDGE LANCE POTENTIALLY BEING REPLACED BY OPEN HOLES***

***REVISION WOULD ADJUST PART FROM TURRET TO LASER***

***CONFIRM BEFORE PROCESSING NEW ORDER***
PACKAGING INSTRUCTIONS: ONLY PACK ONE PART # PER PALLET UNLESS IT IS A KIT COMPONENT",1,FALSE,9413,,
S025-0036,2,0,1,S025-0036,2,EA,1418-61052-0,1418-61052-0-30368-B FRAME (COVER),FALSE,,,"Drawing Number - 1418-61052-0                  
QUALITY ALERT POSTED FOR WELDING 11/16/16
ISSUE - VISIBLE GAPS IN THE RADIUS AFTER WELD. WELD AND GRIND TOPSIDE SMOOTH, INCLUDING THE RADIUS. 
VERIFY WELDS ALONG THE INSIDE ARE 10MM ON 40MM CENTERS.

FINAL AUDIT REQUIRED",1,FALSE,4341,,
S025-0466,3,0,1,S025-0466,3,EA,1421-61054-3 COVER,1421-61054-3-3264-C FRAME (COVER),FALSE,,,Drawing Number - 1421-61054-1,1,FALSE,2529,,
S025-0508,2,0,1,S025-0508,2,EA,1418-61455-2-12650-A,1418-61455-2-12650-A,FALSE,,,Drawing Number - 1418-61455-2-12650-A,1,FALSE,2565,,
S028-0082,C,0,1,S028-0082,C,EA,SAWTRAX MOVERS MAX CASTER BRACKET,SAWTRAX MOVERS MAX CASTER BRACKET,FALSE,,,"Drawing Number - SAWTRAX
MOVERS MAX
CASTER AB",1,FALSE,,,
S028-0100,C,0,1,S028-0100,C,EA,"5377MG-11  -  FLANGE 1,SWITCH COVER,5377MG,CONDUIT","5377MG-11  -  FLANGE 1,SWITCH COVER,5377MG,CONDUIT",FALSE,,,Drawing Number - 5377MG-11,1,FALSE,2588,,
S028-0135,B,0,1,S028-0135,B,EA,***NEW VERSION***  HAND TRUCK GUIDE CHANNEL  *****,***NEW VERSION***  HAND TRUCK GUIDE CHANNEL  *****TCI GOLDEN YELLOW 9810-1070*****,FALSE,,,Drawing Number - HAND TRUCK GUIDE CHANNEL,1,FALSE,2592,,
M046-0039,1,0,1,M046-0039,1,EA,J002-S-0086,,FALSE,,,CUSTOMER SUPPLIED 14GA HRPO 48 X 144,1,FALSE,16364,,
U002-0341,D,0,1,U002-0341,D,EA,UE-5113MS REAR ADJUSTMENT ARM - MULTISECTION,UE-5113MS REAR ADJUSTMENT ARM - MULTISECTION,FALSE,,,Drawing Number - UE-5113MS,1,FALSE,5100,,
U002-0441,B,0,1,U002-0441,B,EA,UE-4953  CB SERIES SHORT LINKAGE BRACKET (MODIFIED,UE-4953  CB SERIES SHORT LINKAGE BRACKET (MODIFIED),FALSE,,,"Drawing Number - UE-4953 

***CUSTOMER SUPPLIED PINS***",1,FALSE,2979,,
V007-0239,A01,0,1,V007-0239,A01,EA,N75020-604-00001 SPO DISCHARGE/CONVEYOUR TRACKING,N75020-604-00001 SPO DISCHARGE/CONVEYOUR TRACKING PHOTOEYE BRACKET,FALSE,,,Drawing Number - N75020-604-00001,1,FALSE,3011,,
V007-0387,I04,0,1,V007-0387,I04,EA,N55015-623-00039,N55015-623-00039,FALSE,,,Drawing Number -,1,FALSE,14724,,
W004-0019,H,0,1,W004-0019,H,EA,"54215 (EV) SUPPORT, FOOT PLATFORM, LEFT, HALL-EFFE","54215 (EV) SUPPORT, FOOT PLATFORM, LEFT, HALL-EFFECT, SC/T",FALSE,,,Drawing Number - 54215 REV H,1,FALSE,3048,,
W004-0029,C,0,1,W004-0029,C,EA,"54054  BULKHEAD, REAR, BATTERY AND SEAT SPACER, PC","54054  BULKHEAD, REAR, BATTERY AND SEAT SPACER, PC-300 SERIES",FALSE,,,Drawing Number - 54054,1,FALSE,5265,,
W004-0031,C1,0,1,W004-0031,C1,EA,54218  PANEL RIGHT SIDE SC/T NXG,54218  PANEL RIGHT SIDE SC/T NXG,FALSE,,,Drawing Number - 54218,1,FALSE,3056,,
Y002-0142,J,0,1,Y002-0142,J,EA,331654  BAFFLE SIDE,331654  BAFFLE SIDE,FALSE,,,Drawing Number - 331654,1,FALSE,5234,,
Y002-0143,J,0,1,Y002-0143,J,EA,331656  BAF SIDE RTNR PC,331656  BAF SIDE RTNR PC,FALSE,,,Drawing Number - 331656,1,FALSE,5235,,
Y002-0243,D,0,1,Y002-0243,D,EA,YT428836-AO  SIDEFRAME ASY 68.45,YT428836-AO  SIDEFRAME ASY 68.45,FALSE,,,"Drawing Number - 428836                        
MWS STAMP MUST BE APPLIED TO COMPONENT Y002-0250.

*******REMOVE ALL WELD SPATTER.*********",1,FALSE,3512,,
Y002-0336,C,0,1,Y002-0336,C,EA,345065,YT345065B-AK  CHANNEL REINF 3.87 70.00 7G,FALSE,,,Drawing Number - 345065,1,FALSE,3589,,
Y002-0338,AN,0,1,Y002-0338,AN,EA,YT357750B-AK  SIDE CORE 5.83 74.75 19G,YT357750B-AK  SIDE CORE 5.83 74.75 19G,FALSE,,,"Drawing Number - YT357750B-AK                  
**CAN USE 18GA IN PLACE OF 19GA PER REV AM**",1,FALSE,3591,,
Y002-0403,B,0,1,Y002-0403,B,EA,444134  TANK ENDPLATE 6.50 11.17 .375,444134  TANK ENDPLATE 6.50 11.17 .375,FALSE,,,Drawing Number - 444134,1,FALSE,3668,,
Y002-0438,D,0,1,Y002-0438,D,EA,YT437606-AO  FAN GUARD PT 45.82 65.44 11G,YT437606-AO  FAN GUARD PT 45.82 65.44 11G,FALSE,,,"***WABTEC COMPONENTS WILL HANDLE POWDER COATING***

Drawing Number - 437606",1,FALSE,13730,,
Y002-0455,C,0,1,Y002-0455,C,EA,YT446109  TANK SHELL BOT 26.09 58.22 .250,YT446109  TANK SHELL BOT 26.09 58.22 .250,FALSE,,,Drawing Number - 446109,1,FALSE,3736,,
M047-0080,E,0,1,M047-0080,E,EA,91877,LASER CUT 91877.DXF ON .190 THICK ALUM 5052,FALSE,,,"CUSTOMER SUPPLIED .190 5052 ALUMINUM 60"" WIDE DROP
MWS NOT CUTTING THE 0.130"" HOLE",1,FALSE,16406,,
C006-0222,5,0,1,C006-0222,5,EA,"202-7713-00A - MOUNTING BRACKET, 23'' WALL RELAY R",,FALSE,,,Drawing Number - 202-7713-00,1,FALSE,6469,,
C006-0285,4,0,1,C006-0285,4,EA,"202-8815-15 EXPANSION BRACKET, SAGEON II","202-8815-15 EXPANSION BRACKET, SAGEON II",FALSE,,,Drawing Number - 202-8815-15,1,FALSE,5146,,
